id,gender,Category,baseColour,season,season2,usage,productDisplayName
23250,Men,Footwear,Black,Autumn,,Formal,Arrow Men Formal Black Shoes
23252,Men,Footwear,Tan,Autumn,,Formal,Arrow Men Formal Tan Shoe
23254,Men,Footwear,Brown,Autumn,,Formal,Arrow Men Formal Brown Shoes
27193,Women,Footwear,Blue,Winter,,Casual,Catwalk Women Blue Flats
27194,Women,Footwear,Yellow,Winter,,Casual,Catwalk Women Yellow Flats
27195,Women,Dress,Off White,Summer,,Casual,Doodle Kids Girl Printed Off White Dress
27196,Girls,Dress,Yellow,Summer,,Casual,Doodle Girls Yellow Dress
27197,Women,Dress,Pink,Summer,,Casual,Doodle Kids Girl Pink Dress
27198,Women,Dress,Blue,Summer,,Casual,Doodle Kids Girl Printed Blue Dress
27199,Women,Bottomwear,Grey,Summer,,Casual,Doodle Kids Girl Printed Grey Skirt
27202,Men,Topwear,Red,Summer,,Casual,Doodle Kids Boy Check Red Shirt
27203,Men,Bottomwear,Blue,Summer,Spring,Casual,Doodle Kids Boy  Blue Jeans
27204,Men,Bottomwear,Blue,Summer,Spring,Casual,Doodle Kids Boy Washed Blue Jeans
27205,Men,Bottomwear,Blue,Summer,Spring,Casual,Doodle Kids Boy Dark Blue Shorts
27206,Men,Bottomwear,Blue,Summer,Spring,Casual,Doodle Kids Boy Light Blue Shorts
27207,Men,Bottomwear,White,Summer,Spring,Casual,Doodle Kids Boy  White Shorts
27208,Men,Bottomwear,Beige,Summer,Spring,Casual,Doodle Kids Boy  Beige Shorts
27209,Men,Topwear,Red,Summer,,Casual,Doodle Kids Boy Check Red Shirt
27210,Men,Topwear,Green,Summer,,Casual,Doodle Kids Boy Check Green Shirt
27211,Men,Topwear,Purple,Summer,,Casual,Doodle Kids Boy Check Purple Shirt
27212,Men,Topwear,Blue,Summer,,Casual,Doodle Kids Boy Striped Blue Shirt
27213,Men,Topwear,Blue,Summer,,Casual,Doodle Kids Boy Check Blue Shirt
27214,Men,Bottomwear,Brown,Summer,Spring,Casual,Doodle Kids Boy  Brown Shorts
27215,Men,Bottomwear,Blue,Summer,Spring,Casual,Doodle Kids Boy Striped Blue Shorts
27216,Men,Bottomwear,Navy Blue,Summer,Spring,Casual,Doodle Kids Boy  Navy Blue Shorts
27217,Men,Bottomwear,Beige,Summer,Spring,Casual,Doodle Kids Boy  Beige Shorts
27218,Men,Bottomwear,Blue,Summer,Spring,Casual,Doodle Kids Boy Printed Blue Shorts
27219,Women,Dress,Lavender,Summer,,Casual,Doodle Kids Girl Printed Lavender Dress
27220,Women,Topwear,Purple,Summer,,Casual,Doodle Kids Girl Printed Purple Top
27221,Women,Topwear,Pink,Summer,,Casual,Doodle Kids Girl Striped Pink Top
27222,Women,Bottomwear,Pink,Summer,,Casual,Doodle Kids Girl  Pink Capris
27223,Women,Dress,Blue,Summer,,Casual,Doodle Kids Girl Printed Blue Dress
27224,Women,Dress,White,Summer,,Casual,Doodle Kids Girl Printed White Dress
27225,Girls,Dress,Pink,Summer,,Casual,Doodle Girls Printed Pink Dress
27226,Women,Dress,Pink,Summer,,Casual,Doodle Kids Girl Printed Pink Dress
27227,Women,Dress,White,Summer,,Casual,Doodle Kids Girl Printed White Dress
27228,Women,Dress,Pink,Summer,,Casual,Doodle Kids Girl Printed Pink Dress
27229,Women,Bottomwear,Green,Summer,,Casual,Doodle Kids Girl  Green Capris
27230,Women,Bottomwear,White,Summer,,Casual,Doodle Kids Girl  White Capris
27231,Women,Bottomwear,Blue,Summer,,Casual,Doodle Kids Girl Washed Blue Skirt
27232,Women,Bottomwear,Pink,Summer,,Casual,Doodle Kids Girl Check Pink Shorts
27253,Men,Footwear,Blue,Summer,,Sports,ASICS Men Blue Gel-Tarther Running Shoes
27258,Men,Footwear,Black,Summer,,Casual,Asics Men Sumiyaka Black Shoes
27409,Women,Loungewear and Nightwear,Navy Blue,Winter,,Casual,Jockey Women Navy Blue Capris
27411,Women,Loungewear and Nightwear,Maroon,Winter,,Casual,Jockey Women Maroon Lounge Pants
27414,Women,Loungewear and Nightwear,Navy Blue,Winter,,Casual,Jockey Women Navy Blue Lounge Pants
27419,Women,Loungewear and Nightwear,Black,Winter,,Casual,Jockey Women Black Lounge Pants
27425,Women,Loungewear and Nightwear,Navy Blue,Winter,,Casual,Jockey Women Navy Blue Lounge Shorts
27428,Women,Topwear,Black,Autumn,,Casual,Jockey Women Black V-neck T-Shirt
27429,Women,Topwear,Pink,Winter,,Casual,Jockey Women Pink T-shirt
27431,Women,Topwear,Pink,Winter,,Casual,Jockey Women Pink T-shirt
27442,Women,Topwear,Blue,Winter,,Casual,Jockey Women Blue T-Shirt
27443,Women,Topwear,Pink,Winter,,Casual,Jockey Women Pink T-Shirt
27444,Women,Topwear,Black,Autumn,,Casual,Jockey Women Black T-shirt
27445,Women,Topwear,Coffee Brown,Winter,,Casual,Jockey Women Coffee Brown T-shirt
27446,Women,Topwear,Green,Winter,,Casual,Jockey Women Green T-shirt
27447,Women,Topwear,Purple,Winter,,Casual,Jockey Women  Round Neck Purple T-Shirt
27448,Women,Topwear,White,Autumn,,Casual,Jockey Women White Round Neck T-Shirt
27969,Men,Topwear,Black,Summer,,Casual,Jockey SP-OW Men Black Active Innerwear Vest SP12
27970,Men,Topwear,Black,Summer,,Casual,Jockey Men Black Innerwear Vest
27971,Men,Topwear,Green,Summer,,Casual,Jockey Men Green and Black Innerwear Vest
27972,Men,Topwear,White,Summer,,Casual,Jockey Men White Innerwear Vest
27973,Men,Topwear,Green,Summer,,Casual,Jockey SP-OW Men Green Innerwear Vest SP12
27974,Men,Topwear,White,Summer,,Casual,Jockey SP-OW Men White Innerwear T-shirt SP12
28138,Men,Bottomwear,Black,Summer,Spring,Casual,Jockey SPORT Men Black Knit Sport Shorts 9411
28139,Men,Loungewear and Nightwear,Grey Melange,Winter,,Casual,Jockey SPORT Men Grey Melange Shorts 9411
28142,Men,Bottomwear,Grey Melange,Summer,Spring,Casual,Jockey 24 x 7 Men Grey Melange Lounge Shorts 9426
28318,Men,Footwear,Brown,Winter,,Casual,Red Tape Men Brown Shoes
28320,Men,Footwear,Brown,Winter,,Casual,Red Tape Men Casual Brown Sandals
28321,Men,Footwear,Black,Winter,,Casual,Red Tape Men Casual Black Sandals
28322,Men,Footwear,Black,Winter,,Casual,Red Tape Men Casual Black Sandals
28324,Men,Footwear,Black,Winter,,Casual,Red Tape Men Casual Black Sandals
28325,Men,Footwear,Brown,Winter,,Casual,Red Tape Men Brown Sandals
28326,Men,Footwear,Brown,Winter,,Casual,Red Tape Men Brown Sandals
28328,Men,Footwear,Brown,Winter,,Casual,Red Tape Men Casual Brown Sandals
28329,Men,Footwear,Brown,Winter,,Casual,Red Tape Men Casual Brown Sandals
28330,Men,Footwear,Black,Winter,,Casual,Red Tape Men Casual Black Sandals
28503,Men,Bottomwear,Grey,Summer,,Sports,Nike Men Tempo 2 in 1 Grey Shorts
28504,Men,Bottomwear,Black,Summer,,Sports,Nike Men Woven Reflective Black Shorts
28505,Men,Bottomwear,Grey,Summer,,Sports,Nike Men Tempo Grey Shorts
28506,Men,Bottomwear,Black,Summer,,Sports,Nike Men Woven Black Shorts
28509,Men,Topwear,Purple,Summer,,Sports,Nike Men Training Purple T-shirt
28510,Men,Topwear,Black,Summer,,Sports,Nike Men Training Black T-shirt
28511,Men,Topwear,White,Summer,,Sports,Nike Men Training White T-shirt
28512,Men,Bottomwear,Black,Summer,,Sports,Nike Men Premier Knit Black Shorts
28513,Men,Bottomwear,Grey,Summer,,Sports,Nike Men Premier Knit Grey Shorts
28514,Men,Bottomwear,Black,Summer,,Sports,Nike Men Black Shorts
28515,Men,Bottomwear,White,Summer,,Sports,Nike Men Woven White Shorts
28516,Men,Topwear,Red,Summer,,Sports,Nike Men Home Red Jersey
28517,Men,Topwear,Black,Summer,,Casual,Nike Men Manu Core Black T-shirt
28518,Men,Topwear,Navy Blue,Summer,,Sports,Nike Men Training Navy Blue T-shirt
28519,Men,Bottomwear,Black,Summer,,Sports,Nike Men Breakline Black Track Pants
28520,Men,Bottomwear,Grey,Summer,,Sports,Nike Men Breakline Grey Track Pants
28521,Women,Bottomwear,Black,Summer,,Sports,Nike Women Jersey Cuffed Black Capris
28522,Women,Bottomwear,Pink,Summer,,Sports,Nike Women Jersey Cuffed Pink Capris
28523,Men,Topwear,Grey,Summer,,Casual,Nike Men Man U SS Authentic Grey T-shirt
28524,Men,Topwear,Red,Summer,,Casual,Nike Men Organic Red T-shirt
28525,Men,Topwear,Black,Summer,,Casual,Nike Men Man U Core Black T-shirt
28526,Men,Topwear,Red,Summer,,Casual,Nike Men Manu Core Red T-shirt
28527,Women,Topwear,Purple,Summer,,Casual,Nike Women Cruiser Hurley Dot Purple T-shirt
28528,Women,Topwear,Pink,Summer,,Sports,Nike Women Cruiser Hurley Dot Pink T-shirt
28529,Women,Topwear,Purple,Summer,,Casual,Nike Women Day After Day Purple T-shirt
28530,Women,Topwear,Grey,Summer,,Sports,Nike Women Sprinter Grey T-shirt
28531,Women,Topwear,Purple,Summer,,Sports,Nike Women Sprinter Purple T-shirt
28532,Men,Topwear,Black,Summer,,Sports,Nike Men Sphere Black T-shirt
28533,Men,Topwear,Grey,Summer,,Sports,Nike Men Gym Grey T-shirt
28534,Men,Topwear,White,Summer,,Sports,Nike Men Sublimated White T-shirt
28535,Men,Topwear,Green,Summer,,Sports,Nike Men Sublimated Green T-shirt
28536,Men,Topwear,Red,Summer,,Sports,Nike Men Relay Red T-shirt
28537,Men,Topwear,Black,Summer,,Sports,Nike Men Challenger Black T-shirt
28538,Men,Topwear,Charcoal,Summer,,Sports,Nike Men Challenger Charcoal T-shirt
28539,Men,Topwear,Black,Summer,,Sports,Nike Men Cruiser Retro Black T-shirt
28540,Men,Topwear,Red,Summer,,Sports,Nike Men Hurricane Vapor Red Jacket
28541,Men,Topwear,Grey,Summer,,Sports,Nike Men Running Grey T-shirt
28542,Men,Topwear,Grey,Summer,,Casual,Nike Men Bold Striped Grey T-shirt
28543,Men,Topwear,Grey,Summer,,Casual,Nike Men Bold Stripe Grey T-shirt
28544,Men,Bottomwear,Grey,Summer,Spring,Casual,Nike Men Grey Shorts
28545,Men,Topwear,Grey,Summer,,Casual,Nike Men Basic Grey T-shirt
28546,Men,Topwear,Navy Blue,Summer,,Casual,Nike Men Basic Navy Blue T-shirt
28547,Men,Topwear,Black,Summer,,Casual,Nike Men Icon Black T-shirt
28548,Men,Topwear,White,Summer,,Casual,Nike Men White T-shirt
28550,Men,Topwear,Black,Summer,,Casual,Nike Men Club Pique Polo Black T-shirt
28551,Men,Topwear,Blue,Summer,,Casual,Nike Men Club Pique Polo Blue T-shirt
28552,Men,Topwear,Green,Summer,,Casual,Nike Men Club Pique Polo Green T-shirt
28553,Men,Topwear,Navy Blue,Summer,,Casual,Nike Men Pique Navy Blue T-shirt
28554,Men,Topwear,Black,Summer,,Casual,Nike Men Club Pique Black Polo T-shirt
28555,Men,Topwear,Blue,Winter,,Casual,Nike Men Club Pique Blue Polo T-shirt
28556,Men,Topwear,Black,Summer,,Casual,Nike Men Club Polo Black T-shirt
28557,Men,Topwear,Blue,Summer,,Casual,Nike Men Club Polo Blue T-shirt
28558,Men,Topwear,White,Summer,,Casual,Nike Men Blow up White T-shirt
28559,Men,Topwear,Red,Summer,,Casual,Nike Men Blow up Red T-shirt
28560,Men,Topwear,Black,Summer,,Casual,Nike Men Neon Black T-shirt
28561,Men,Topwear,Black,Summer,,Casual,Nike Men Neon Black T-shirt
28562,Men,Topwear,Navy Blue,Summer,,Casual,Nike Men Brushed Navy blue T-shirt
28563,Men,Topwear,Orange,Summer,,Casual,Nike Men Brushed Orange T-shirt
28564,Men,Topwear,Black,Summer,,Casual,Nike Men Air Bags Black T-shirt
28565,Men,Topwear,Blue,Summer,,Casual,Nike Men Air Bags Blue T-shirt
28566,Men,Topwear,Black,Summer,,Casual,Nike Men Who Else Black T-shirt
28567,Men,Topwear,Grey,Summer,,Casual,Nike Men Who Else Grey T-shirt
28568,Men,Topwear,White,Summer,,Casual,Nike Men Verbiage White T-shirt
28569,Men,Topwear,Purple,Summer,,Casual,Nike Men Verbiage Purple T-shirt
28570,Women,Topwear,Black,Summer,,Casual,Nike Women You Wish Black T-shirt
28571,Women,Topwear,Blue,Summer,,Casual,Nike Women You Wish Blue T-shirt
28572,Women,Topwear,Grey,Summer,,Casual,Nike Women Air Scoop Dark Grey T-shirt
28573,Women,Topwear,Pink,Summer,,Casual,Nike Women Air Scoop Pink T-shirt
28574,Women,Topwear,Purple,Summer,,Casual,Nike Women Try Me Purple T-shirt
28575,Women,Topwear,Pink,Summer,,Casual,Nike Women Try Me Pink T-shirt
28602,Men,Footwear,White,Summer,,Casual,Nike Men Air force 1 White Shoes
28603,Women,Footwear,Black,Summer,,Sports,Nike Women Air Rift Black Sports Shoes
28604,Men,Footwear,Black,Summer,,Casual,Nike Men Dunk High Black Shoes
28605,Men,Footwear,Black,Summer,,Casual,Nike Men Dunk High Black Shoes
28610,Men,Headwear,Red,Summer,,Casual,Nike Men Red Cap
28611,Men,Bottomwear,Black,Summer,,Sports,Nike Men Fly Black Shorts
28615,Men,Topwear,Black,Summer,,Sports,Nike Men Black T-shirt
28616,Men,Topwear,Black,Summer,,Sports,Nike Men Black T-shirt
28617,Men,Topwear,Black,Summer,,Sports,Nike Men Pique Polo Black T-shirt
28618,Men,Topwear,Black,Summer,,Sports,Nike Men Reversible Black T-shirt
28620,Men,Topwear,Blue,Summer,,Sports,Nike Men Blue T-shirt
28621,Men,Topwear,Orange,Summer,,Sports,Nike Men Orange T-shirt
28623,Men,Topwear,Black,Summer,,Sports,Nike Men Media Polo Black T-shirt
28627,Men,Bottomwear,Black,Summer,,Sports,Nike Men Longer Knit Black Shorts
28629,Men,Topwear,Black,Summer,,Sports,Nike Men Sports Black Jersey
28639,Men,Topwear,White,Summer,,Sports,Nike Men White T-shirt
28640,Men,Bottomwear,Black,Summer,,Sports,Nike Men Victor Woven Black Shorts
28641,Men,Topwear,Black,Summer,,Sports,Nike Men Baller Beats Black T-shirt
28642,Men,Topwear,White,Summer,,Sports,Nike Men Baller Beats White T-shirt
28643,Women,Topwear,White,Summer,,Sports,Nike Women Striped Polo White T-shirt
28644,Women,Topwear,Purple,Summer,,Sports,Nike Women Striped Polo Purple T-shirt
28645,Women,Topwear,Black,Summer,,Sports,Nike Women Bleach Black T-shirt
28646,Women,Topwear,Grey,Summer,,Sports,Nike Women Bleach Grey T-shirt
28647,Women,Topwear,Blue,Summer,,Sports,Nike Women Slim Crew Blue T-shirt
28648,Women,Topwear,Purple,Summer,,Sports,Nike Women Slim Crew Purple T-shirt
28656,Men,Footwear,White,Summer,,Casual,Nike Men Air Quick Handle White Shoes
28657,Men,Footwear,Black,Summer,,Casual,Nike Men Air Ralston Mid Lite Black Casual Shoes
30585,Men,Topwear,Black,Autumn,,Casual,Nike Men Club Pique Polo Black T-shirt
30586,Men,Topwear,White,Summer,,Casual,Nike Men Club Pique Polo White T-shirt
30587,Men,Topwear,Green,Summer,,Sports,Nike Men Club Pique Polo Green T-shirt
30588,Men,Topwear,Blue,Summer,,Casual,Nike Men Club Pique Polo Blue T-shirt
30589,Men,Topwear,Blue,Summer,,Casual,Nike Men Club Pique Polo Blue T-shirt
30590,Men,Topwear,Orange,Summer,,Sports,Nike Men Club Pique Polo Orange T-shirt
30595,Men,Bottomwear,Grey,Summer,,Sports,Nike Men Woven Grey Shorts
30596,Men,Bottomwear,Blue,Summer,Spring,Sports,Nike Men Woven Blue Shorts
30597,Men,Topwear,Red,Summer,,Sports,Nike Men Reversible Red T-shirt
30598,Men,Bottomwear,Black,Summer,Spring,Sports,Nike Men Hustle Reversible Black Shorts
30599,Men,Bottomwear,Red,Summer,Spring,Sports,Nike Men Hustle Reversible Red Shorts
30604,Men,Bottomwear,Black,Summer,Spring,Casual,Nike Men Classic Jersey Black Track Pants
30605,Men,Bottomwear,Grey,Summer,Spring,Casual,Nike Men Classic Jersey Grey Track Pants
30606,Men,Bottomwear,Blue,Summer,Spring,Sports,Nike Men Running Blue Shorts
30607,Men,Bottomwear,Charcoal,Autumn,,Sports,Nike Men Charcoal Track Pants
30608,Men,Bottomwear,Navy Blue,Summer,Spring,Casual,Nike Men Navy Blue Track Pants
30613,Women,Bottomwear,Grey,Summer,,Sports,Nike Women Trainning Grey Capris
30616,Women,Bottomwear,Black,Summer,,Sports,Nike Women Black Track Pants
30617,Women,Bottomwear,Grey,Summer,,Sports,Nike Women Grey Track Pants
30618,Men,Topwear,Red,Summer,,Casual,Nike Men Printed Red T-shirt
30619,Men,Topwear,Black,Summer,,Casual,Nike Men Printed Black T-shirt
30620,Men,Topwear,Green,Summer,,Sports,Nike Men Printed Green T-shirt
30621,Men,Topwear,Black,Summer,,Casual,Nike Men Speed Black T-shirt
30622,Men,Topwear,Blue,Summer,,Casual,Nike Men Printed Blue T-shirt
30624,Men,Topwear,Red,Summer,,Casual,Nike Men Printed Red T-shirt
30625,Men,Topwear,White,Summer,,Casual,Nike Men Printed White T-shirt
30626,Men,Topwear,Black,Summer,,Casual,Nike Men Kobe Old Master Black T-shirt
30627,Men,Topwear,Grey,Summer,,Sports,Nike Men Kobe Old Master Grey T-shirt
30630,Men,Topwear,Blue,Summer,,Casual,Nike Men FCB Core Blue T-shirt
30632,Men,Topwear,Yellow,Summer,,Sports,Nike Men Challenger Spiked Yellowish Green T-shirt
30633,Men,Topwear,Grey,Summer,,Casual,Nike Men Dark Grey T-shirt
30634,Men,Bottomwear,Black,Summer,Spring,Casual,Nike Men Black Shorts
30635,Men,Topwear,Blue,Summer,,Casual,Nike Men Basic Crew Blue T-shirt
30636,Women,Bottomwear,Blue,Summer,,Sports,Nike Women Printed Tempo Blue Shorts
30637,Women,Bottomwear,Red,Summer,,Sports,Nike Women Printed Tempo Red Shorts
30638,Women,Bottomwear,Black,Summer,,Sports,Nike Women Tempo Black Shorts
30639,Women,Bottomwear,Purple,Summer,,Sports,Nike Women Tempo Purple Shorts
30642,Men,Topwear,White,Summer,,Casual,Nike Men Printed White T-shirt
30644,Men,Topwear,Navy Blue,Summer,,Sports,Nike Men Jumbo Jumpman Polo Navy Blue T-shirt
30645,Men,Topwear,Maroon,Summer,,Sports,Nike Men Barca Rugby Maroon T-shirt
30646,Men,Topwear,Yellow,Summer,,Casual,Nike Men Barca Logo Yellow T-shirt
30647,Men,Topwear,Black,Summer,,Casual,Nike Men U Logo Black T-shirt
30648,Men,Topwear,Red,Summer,,Casual,Nike Men U Logo Red T-shirt
30649,Women,Topwear,Purple,Summer,,Casual,Nike Women Striped Purple T-shirt
30650,Men,Topwear,Black,Summer,,Casual,Nike Men Printed Black T-shirt
31091,Boys,Topwear,White,Summer,,Casual,Gini and Jony Boys White Shirt
31092,Boys,Topwear,Maroon,Summer,,Casual,Gini and Jony Boys Maroon Shirt
31093,Boys,Topwear,White,Summer,,Casual,Gini and Jony Boys White Shirt
31094,Boys,Topwear,Red,Summer,,Casual,Gini and Jony Boys Check Red Shirt
31096,Boys,Topwear,Green,Summer,,Casual,Palm Tree Boys Check Green Shirt
31097,Boys,Topwear,Blue,Summer,,Casual,Gini and Jony Boys Check Blue Shirt
31098,Boys,Topwear,Red,Summer,,Casual,Gini and Jony Boys Check Red Shirt
31099,Boys,Topwear,Blue,Summer,,Casual,Gini and Jony Boys Check Blue Shirt
31100,Boys,Topwear,Navy Blue,Summer,,Casual,Gini and Jony Boys Check Navy Blue Shirt
31101,Boys,Topwear,Black,Summer,,Casual,Gini and Jony Boys Check Black Shirt
31102,Boys,Topwear,Red,Summer,,Casual,Gini and jony Boys Printed Red T-shirt
31103,Boys,Topwear,Black,Summer,,Casual,Gini and Jony Boys Printed Black T-shirt
31106,Boys,Topwear,White,Summer,,Casual,Gini and Jony Boys Printed White T-shirt
31107,Boys,Topwear,Green,Summer,,Casual,Gini and Jony Boys Printed Green T-shirt
31108,Boys,Topwear,White,Summer,,Casual,Palm Tree Boys Printed White T-shirt
31109,Boys,Topwear,Orange,Summer,,Casual,Gini and Jony Boys Printed Orange T-shirt
31110,Boys,Bottomwear,Grey,Summer,,Casual,Gini and Jony Boys Washed Grey Jeans
31111,Boys,Bottomwear,Black,Summer,,Casual,Gini and Jony Boys Solid Black Jeans
31112,Boys,Bottomwear,Yellow,Summer,,Casual,Gini and Jony Boys Yellow 3/4 Length Pants
31113,Boys,Bottomwear,Navy Blue,Summer,,Casual,Gini and Jony Boys Washed Navy Blue 3/4 Length Pants
31114,Boys,Bottomwear,Blue,Summer,,Casual,Gini and Jony Boys Washed Blue 3/4 Length Pants
31116,Boys,Bottomwear,Grey,Summer,,Casual,Gini and Jony Boys Grey Shorts
31117,Girls,Topwear,White,Summer,,Casual,Gini and Jony Girls White Top
31118,Girls,Topwear,Red,Summer,,Casual,Gini and Jony Girls Red Top
31119,Girls,Topwear,Purple,Summer,,Casual,Gini and Jony Girls Purple Top
31120,Girls,Topwear,Pink,Summer,,Casual,Palm Tree Girls Pink Top
31121,Girls,Topwear,Black,Summer,,Casual,Gini and Jony Girls Black Top
31123,Girls,Topwear,White,Summer,,Casual,Gini and Jony Girls Printed White Top
31124,Girls,Dress,Magenta,Summer,,Casual,Gini and Jony Girls Pink Dress
31125,Girls,Topwear,Peach,Summer,,Casual,Palm Tree Girls Printed Peach Top
31143,Boys,Topwear,Green,Summer,,Casual,Gini and Jony Boys Printed Green T-shirt
31144,Boys,Topwear,Pink,Summer,,Casual,Gini and Jony Boys Printed Pink T-shirt
31147,Boys,Topwear,Blue,Summer,,Casual,Gini and Jony Boys Check Blue Shirt
31148,Boys,Topwear,White,Summer,,Casual,Gini and Jony Boys Printed White T-shirt
31149,Boys,Topwear,Red,Summer,,Casual,Gini and Jony Boys Printed Red T-shirt
31150,Boys,Topwear,Navy Blue,Summer,,Casual,Gini and Jony Boys Printed Navy Blue T-shirt
31151,Boys,Topwear,Blue,Summer,,Casual,Gini and Jony Boys Printed Blue T-shirt
31152,Boys,Topwear,Yellow,Summer,,Casual,Gini and Jony Boys Printed Yellow T-shirt
31153,Boys,Topwear,Black,Summer,,Casual,Gini and Jony Boys Printed Black T-shirt
31154,Boys,Topwear,White,Summer,,Casual,Gini and Jony Boys White T-shirt
31155,Boys,Topwear,Navy Blue,Summer,,Casual,Gini and Jony Boys Navy Blue T-shirt
31156,Boys,Topwear,Blue,Summer,,Casual,Gini and Jony Boys Blue T-shirt
31157,Boys,Topwear,Green,Summer,,Casual,Gini and Jony Boys Green T-shirt
31158,Boys,Topwear,Yellow,Summer,,Casual,Gini and Jony Boys Yellow T-shirt
31159,Boys,Topwear,Black,Summer,,Casual,Gini and Jony Boys Black T-shirt
31160,Girls,Topwear,White,Summer,,Casual,Gini and Jony Girls Printed White Top
31161,Boys,Topwear,Navy Blue,Summer,,Casual,Gini and Jony Boys Printed Navy Blue Blazer
31162,Unisex,Bottomwear,Blue,Summer,,Casual,Gini and Jony Kids Unisex Blue Jeans
31164,Boys,Bottomwear,Blue,Summer,,Casual,Gini and Jony Boys Blue Jeans
31166,Boys,Bottomwear,Blue,Summer,,Casual,Gini and Jony Boys Washed Blue Denim Shorts
31167,Girls,Dress,Blue,Summer,,Casual,Gini and Jony Girls Blue Dress
31168,Girls,Dress,White,Summer,,Casual,Gini and Jony Girls White Dress
31172,Girls,Topwear,Peach,Summer,,Casual,Gini and Jony Girls Peach Top
31173,Girls,Topwear,White,Summer,,Casual,Gini and Jony Girls Printed White Top
31174,Girls,Topwear,Red,Summer,,Casual,Gini and Jony Girls Red Top
31175,Girls,Topwear,Magenta,Summer,,Casual,Gini and Jony Girls Purple Top
31176,Girls,Topwear,White,Summer,,Casual,Gini and Jony Girls White Top
31177,Girls,Topwear,Red,Summer,,Casual,Gini and Jony Girls Red Top
31178,Girls,Topwear,Black,Summer,,Casual,Gini and Jony Girls Black Top
31180,Girls,Bottomwear,White,Summer,,Casual,Gini and Jony Kids Leggings
31181,Men,Topwear,Blue,Summer,,Casual,Nike Men Printed Blue T-shirt
31207,Women,Footwear,White,Summer,,Sports,Nike Women Dual Fusion White Sports Shoes
31208,Men,Footwear,Purple,Summer,,Sports,Nike Men Mercurial Victory Purple Sports Shoes
31209,Men,Footwear,Black,Summer,,Sports,Nike Men Lunarglide Black Sports Shoes
31210,Women,Footwear,White,Summer,,Sports,Nike Women Air Propel White Sports Shoes
31211,Men,Footwear,White,Summer,,Sports,Nike Men Air Ring Leader Low White Sports Shoes
31212,Men,Footwear,Black,Summer,,Casual,Lotto Men Dunk Hi Black Sports Shoes
31213,Men,Footwear,White,Summer,,Casual,Lotto Men Dunk White Casual Shoes
31214,Men,Footwear,Black,Summer,,Sports,Lotto Men Atlantica Black Sports Shoes
31215,Men,Footwear,White,Summer,,Sports,Lotto Men Classica II White Sports Shoes
31216,Men,Footwear,White,Summer,,Casual,Lotto Men Fella Tres White Casual Shoes
31217,Men,Footwear,Red,Summer,,Casual,Lotto Men Sneak Red Casual Shoes
31218,Men,Footwear,Grey,Summer,,Casual,Lotto Men Sneak Grey Casual Shoes
31219,Women,Footwear,White,Summer,,Casual,Lotto Women Skate White Casual Shoes
31442,Men,Topwear,Grey,Summer,,Sports,Nike Men Cricket Grey Jersey
31443,Women,Topwear,Red,Summer,,Sports,Nike Women Football Red Jacket
31444,Men,Topwear,Blue,Summer,,Sports,Nike Men Football Blue Jersey
31445,Women,Topwear,Orange,Summer,,Sports,Nike Women Icon Orange T-shirt
31447,Men,Bottomwear,Navy Blue,Summer,Spring,Sports,Nike Men Running Navy Blue Shorts
31452,Men,Topwear,Grey,Summer,,Sports,Nike Men Compression Grey T-shirt
31455,Men,Topwear,Black,Summer,,Sports,Nike Men Challenger Black Jersey
31456,Men,Topwear,Black,Summer,,Sports,Nike Men Trainning Black T-shirt
31457,Men,Bottomwear,Black,Summer,Spring,Sports,Nike Men Running Black Shorts
31458,Men,Bottomwear,Grey,Summer,Spring,Sports,Nike Men Running Grey Shorts
31459,Men,Bottomwear,Black,Summer,Spring,Sports,Nike Men Football Black Shorts
31463,Men,Topwear,Black,Summer,,Sports,Nike Men Black Football Jersey
31551,Men,Footwear,Brown,Summer,,Casual,Woodland Men Brown Casual Shoes
31554,Men,Footwear,Khaki,Summer,,Casual,Woodland Men Khaki Casual Shoes
31555,Men,Footwear,Brown,Summer,,Casual,Woodland Men Camel Brown Casual Shoes
31686,Women,Footwear,Gold,Summer,,Casual,Nike Women Fivekay Gold Shoes
31687,Women,Footwear,White,Summer,,Casual,Nike Women Sweet Classic Leather White Shoes
31688,Men,Footwear,White,Summer,,Sports,Nike Men Lunarfly +3 White Sports Shoes
31689,Women,Footwear,Grey,Summer,,Sports,Nike Women Lunarfly Grey Sports Shoes
31690,Men,Footwear,Blue,Summer,,Sports,Nike Men Lunareclipse Blue Sports Shoes
33663,Men,Footwear,Brown,Summer,,Casual,Lotto Men Caesar Cross Brown Sandals
33685,Men,Footwear,Black,Summer,,Formal,Cobblerz Men Black Formal Shoes
33686,Men,Footwear,Teal,Winter,,Casual,Cobblerz Men Teal Blue Casual Shoes
33687,Men,Footwear,Brown,Winter,,Casual,Cobblerz Men Brown Casual Shoes
33688,Men,Footwear,White,Winter,,Casual,Cobblerz Men White Sandals
33689,Men,Footwear,White,Winter,,Casual,Cobblerz Men White & Blue Casual Shoes
33691,Men,Footwear,Brown,Winter,,Formal,Cobblerz Men Brown Leather Formal Shoes
33692,Men,Footwear,Brown,Winter,,Formal,Cobblerz Men Brown Leather Semiformal Shoes
33693,Men,Footwear,Black,Winter,,Formal,Cobblerz Men Black Leather Semiformal Shoes
33694,Men,Footwear,Brown,Winter,,Smart Casual,Cobblerz Men Brown Leather Semi-Formal Shoes
